customer_id,company_name,company_type,industry,size_group,phone
1557,Company_1557,SME,Manufacturing,Large,0969799577
1566,Company_1566,SME,Manufacturing,Medium,0941389576
1571,Company_1571,SME,Construction,Small,0914751195
1576,Company_1576,JSC,Agriculture,Medium,0926165174
1579,Company_1579,SME,Agriculture,Micro,0915231120
1581,Company_1581,JSC,Logistics,Medium,0932238592
1585,Company_1585,SME,Entertainment/Services,Large,0991656621
1595,Company_1595,SME,Construction,Micro,0925689598
1596,Company_1596,LLC,Manufacturing,Micro,0946514909
1600,Company_1600,SME,Retail,Micro,0922678967
1605,Company_1605,LLC,Construction,Small,0936144977
1612,Company_1612,SME,Entertainment/Services,Large,0962033857
1613,Company_1613,LLC,Education,Micro,0990200781
1620,Company_1620,LLC,Education,Large,0948757125
1622,Company_1622,LLC,Construction,Micro,0946291959
1630,Company_1630,JSC,Construction,Micro,0999316048
1633,Company_1633,LLC,F&B,Micro,0919030855
1634,Company_1634,SME,Healthcare,Large,0957273582
1636,Company_1636,SME,Entertainment/Services,Large,0931031726
1639,Company_1639,LLC,Construction,Large,0928548526
1648,Company_1648,SME,Education,Medium,0948622437
1649,Company_1649,JSC,Education,Medium,0974292080
1660,Company_1660,JSC,Agriculture,Large,0952784025
1661,Company_1661,SME,Agriculture,Medium,0968714499
1672,Company_1672,JSC,Construction,Medium,0937988185
1684,Company_1684,JSC,Entertainment/Services,Medium,0968945379
1708,Company_1708,SME,Retail,Large,0997642729
1710,Company_1710,LLC,Education,Medium,0953358310
1711,Company_1711,LLC,Education,Small,0993578804
1721,Company_1721,LLC,F&B,Small,0936149525
1740,Company_1740,JSC,Entertainment/Services,Medium,0967640838
1741,Company_1741,JSC,Education,Medium,0979272261
1744,Company_1744,JSC,Retail,Small,0913739975
1748,Company_1748,LLC,Healthcare,Medium,0966265244
1754,Company_1754,SME,F&B,Small,0920337827
1758,Company_1758,LLC,Logistics,Small,0961529710
1773,Company_1773,JSC,Entertainment/Services,Medium,0967661285
1774,Company_1774,SME,Entertainment/Services,Micro,0917116803
1778,Company_1778,JSC,Retail,Micro,0971083138
1784,Company_1784,SME,Agriculture,Medium,0999766614
1788,Company_1788,SME,Construction,Small,0988918852
1793,Company_1793,SME,F&B,Small,0943594631
1812,Company_1812,SME,F&B,Micro,0955057975
1814,Company_1814,JSC,Technology,Small,0916670505
1829,Company_1829,JSC,Manufacturing,Small,0950381057
1834,Company_1834,LLC,Agriculture,Micro,0925929429
1846,Company_1846,SME,Logistics,Medium,0986748313
1847,Company_1847,LLC,Agriculture,Medium,0988066367
1849,Company_1849,SME,Construction,Medium,0921682070
1855,Company_1855,SME,Manufacturing,Medium,0943135172
1858,Company_1858,LLC,Agriculture,Large,0955333415
1863,Company_1863,SME,Healthcare,Small,0912650096
1869,Company_1869,LLC,F&B,Large,0921609715
1879,Company_1879,LLC,Technology,Small,0972733560
1882,Company_1882,JSC,Retail,Micro,0915254592
1885,Company_1885,SME,F&B,Large,0995314722
1893,Company_1893,SME,Agriculture,Large,0997293871
1905,Company_1905,JSC,Construction,Medium,0990349765
1906,Company_1906,LLC,Education,Small,0988176648
1907,Company_1907,SME,Technology,Micro,0932316259
1919,Company_1919,JSC,Healthcare,Micro,0955574898
1920,Company_1920,LLC,Technology,Micro,0929789928
1928,Company_1928,JSC,Entertainment/Services,Medium,0975066825
1930,Company_1930,LLC,Construction,Small,0910816016
1932,Company_1932,LLC,Retail,Medium,0919943827
1939,Company_1939,JSC,Education,Large,0944914220
1946,Company_1946,JSC,Education,Medium,0971822032
1960,Company_1960,JSC,Education,Small,0968484956
1975,Company_1975,JSC,F&B,Small,0919402583
1978,Company_1978,JSC,Healthcare,Large,0931145929
1980,Company_1980,JSC,Retail,Micro,0916738702
1986,Company_1986,SME,Entertainment/Services,Small,0913290363
1996,Company_1996,SME,Agriculture,Small,0939924290
2001,Company_2001,SME,Retail,Micro,0947606182
2032,Company_2032,LLC,Retail,Large,0923311158
2033,Company_2033,JSC,Construction,Micro,0947734895
2034,Company_2034,SME,Logistics,Small,0922897494
2040,Company_2040,LLC,Agriculture,Medium,0932745553
2070,Company_2070,JSC,Logistics,Large,0952113227
2074,Company_2074,JSC,Construction,Small,0921625306
2081,Company_2081,LLC,F&B,Medium,0935815742
2095,Company_2095,SME,Healthcare,Medium,0958021983
2099,Company_2099,LLC,Retail,Medium,0983795575
2110,Company_2110,SME,Education,Micro,0945405985
2113,Company_2113,JSC,Agriculture,Small,0966063062
2117,Company_2117,LLC,Retail,Small,0918937475
2120,Company_2120,LLC,Agriculture,Medium,0950849218
2126,Company_2126,LLC,Retail,Medium,0911555838
2127,Company_2127,LLC,Healthcare,Micro,0920310639
2128,Company_2128,LLC,Logistics,Medium,0971134138
2156,Company_2156,JSC,Logistics,Micro,0984211656
2158,Company_2158,JSC,Agriculture,Medium,0965547413
2164,Company_2164,LLC,Education,Micro,0949194563
2165,Company_2165,SME,F&B,Large,0999412377
2167,Company_2167,LLC,F&B,Large,0976683228
2169,Company_2169,LLC,Construction,Small,0978974533
2171,Company_2171,LLC,Construction,Small,0937837381
2183,Company_2183,JSC,Healthcare,Small,0948162301
2185,Company_2185,JSC,Technology,Medium,0912318064
2188,Company_2188,LLC,Construction,Large,0915075459
2200,Company_2200,JSC,Manufacturing,Micro,0985025429
2211,Company_2211,SME,Manufacturing,Micro,0932431323
2224,Company_2224,SME,Retail,Small,0998597543
2227,Company_2227,JSC,Retail,Large,0913073591
2237,Company_2237,LLC,Retail,Small,0921856706
2243,Company_2243,LLC,Healthcare,Large,0910375753
2249,Company_2249,JSC,Agriculture,Large,0975433115
2250,Company_2250,LLC,Healthcare,Small,0974307524
2253,Company_2253,JSC,Construction,Large,0916077745
2255,Company_2255,LLC,Technology,Medium,0917927753
2256,Company_2256,SME,Manufacturing,Micro,0917113135
2267,Company_2267,SME,Manufacturing,Large,0928366304
2271,Company_2271,SME,Logistics,Large,0955809978
2278,Company_2278,JSC,Technology,Large,0944113454
2288,Company_2288,JSC,Entertainment/Services,Micro,0970194574
2291,Company_2291,JSC,Agriculture,Small,0940572499
2301,Company_2301,SME,Entertainment/Services,Large,0946980141
2305,Company_2305,SME,F&B,Large,0936468238
2306,Company_2306,LLC,Construction,Micro,0954816455
2312,Company_2312,JSC,Retail,Small,0989352002
2329,Company_2329,JSC,Manufacturing,Medium,0942839192
2333,Company_2333,SME,Entertainment/Services,Small,0984928199
2334,Company_2334,SME,Technology,Medium,0961167600
2345,Company_2345,SME,Healthcare,Small,0957642893
2352,Company_2352,SME,Education,Large,0981817485
2359,Company_2359,SME,Entertainment/Services,Micro,0983583719
2366,Company_2366,JSC,F&B,Large,0971840516
2384,Company_2384,JSC,Logistics,Large,0957716144
2388,Company_2388,JSC,Healthcare,Micro,0962550383
2389,Company_2389,LLC,Technology,Small,0922461986
2398,Company_2398,SME,Manufacturing,Large,0987227301
2403,Company_2403,JSC,Construction,Large,0961367795
2412,Company_2412,JSC,Logistics,Micro,0990129911
2418,Company_2418,JSC,Logistics,Small,0947572225
2420,Company_2420,JSC,Healthcare,Large,0983685022
2421,Company_2421,LLC,Healthcare,Micro,0942957776
2423,Company_2423,LLC,Construction,Micro,0999077719
2424,Company_2424,SME,Entertainment/Services,Large,0986209424
2430,Company_2430,SME,Entertainment/Services,Micro,0939194698
2431,Company_2431,SME,Entertainment/Services,Large,0974457160
2445,Company_2445,LLC,Manufacturing,Medium,0939610273
2459,Company_2459,SME,Agriculture,Medium,0935097167
2463,Company_2463,JSC,Logistics,Medium,0937381836
2467,Company_2467,LLC,Technology,Small,0922895086
2482,Company_2482,JSC,Education,Large,0956779818
2487,Company_2487,LLC,Technology,Small,0998734745
2497,Company_2497,SME,Logistics,Small,0949398780
2502,Company_2502,SME,Retail,Micro,0913363826
2505,Company_2505,JSC,Agriculture,Micro,0993705284
2508,Company_2508,SME,F&B,Micro,0985908650
2514,Company_2514,SME,Construction,Medium,0994270113
2527,Company_2527,JSC,Manufacturing,Large,0935054242
2534,Company_2534,LLC,F&B,Small,0936919868
2538,Company_2538,LLC,Healthcare,Medium,0910385942
2539,Company_2539,JSC,Manufacturing,Large,0958449085
2550,Company_2550,JSC,Healthcare,Large,0980127500
2564,Company_2564,SME,Retail,Medium,0912695167
2565,Company_2565,LLC,Manufacturing,Micro,0971311534
2567,Company_2567,LLC,Education,Small,0953967365
2578,Company_2578,JSC,Manufacturing,Large,0998446679
2580,Company_2580,SME,Construction,Small,0986847965
2581,Company_2581,SME,F&B,Medium,0994027592
2583,Company_2583,SME,Construction,Medium,0910138439
2585,Company_2585,LLC,Education,Large,0971298940
2588,Company_2588,SME,Manufacturing,Large,0914831287
2596,Company_2596,JSC,Technology,Large,0922868600
2608,Company_2608,LLC,Agriculture,Small,0944101788
2615,Company_2615,LLC,Healthcare,Small,0966923203
2619,Company_2619,JSC,Technology,Medium,0927414040
2625,Company_2625,SME,Logistics,Large,0949217322
2628,Company_2628,LLC,Entertainment/Services,Small,0955994198
2629,Company_2629,SME,Manufacturing,Micro,0955808384
2644,Company_2644,SME,Technology,Large,0960105096
2651,Company_2651,JSC,Technology,Micro,0928628662
2657,Company_2657,LLC,Retail,Medium,0985734352
2661,Company_2661,JSC,Technology,Medium,0939253399
2666,Company_2666,SME,Manufacturing,Medium,0996481213
2684,Company_2684,SME,Manufacturing,Small,0960464107
2693,Company_2693,SME,F&B,Micro,0990874760
2695,Company_2695,LLC,F&B,Medium,0973643741
2702,Company_2702,LLC,Agriculture,Large,0947212724
2710,Company_2710,LLC,Agriculture,Small,0930371146
2717,Company_2717,LLC,Healthcare,Medium,0993257983
2722,Company_2722,LLC,Entertainment/Services,Micro,0985900988
2728,Company_2728,SME,Construction,Micro,0910908096
2736,Company_2736,SME,Healthcare,Micro,0953354814
2739,Company_2739,LLC,Logistics,Small,0963656797
2744,Company_2744,LLC,Agriculture,Small,0985319819
2745,Company_2745,SME,Manufacturing,Micro,0933129367
2746,Company_2746,LLC,Agriculture,Micro,0933516217
2755,Company_2755,SME,Retail,Medium,0992825680
2765,Company_2765,SME,Entertainment/Services,Medium,0956492101
2768,Company_2768,SME,F&B,Small,0928903803
2771,Company_2771,LLC,Technology,Medium,0973041987
2791,Company_2791,SME,Entertainment/Services,Large,0915814410
2794,Company_2794,SME,Manufacturing,Medium,0990913989
2801,Company_2801,JSC,Entertainment/Services,Small,0960609615
2834,Company_2834,JSC,Technology,Micro,0943400930
2838,Company_2838,LLC,Agriculture,Medium,0930908523
2843,Company_2843,SME,Technology,Large,0993402215
2852,Company_2852,LLC,Healthcare,Small,0989552150
2858,Company_2858,LLC,F&B,Micro,0948234986
2864,Company_2864,LLC,Entertainment/Services,Micro,0944509038
2867,Company_2867,SME,Healthcare,Medium,0925402996
2869,Company_2869,LLC,Manufacturing,Medium,0969322113
2870,Company_2870,LLC,Manufacturing,Large,0960341444
2872,Company_2872,SME,F&B,Medium,0922044302
2877,Company_2877,JSC,Education,Small,0913288384
2880,Company_2880,SME,Logistics,Micro,0959698225
2884,Company_2884,JSC,Construction,Micro,0996584261
2894,Company_2894,LLC,Healthcare,Micro,0954125822
2897,Company_2897,LLC,Retail,Small,0915749162
2898,Company_2898,SME,F&B,Small,0947104341
2904,Company_2904,SME,Construction,Micro,0982719445
2908,Company_2908,JSC,Construction,Large,0968022655
2920,Company_2920,SME,Logistics,Small,0955277674
2938,Company_2938,SME,Manufacturing,Small,0967040799
2939,Company_2939,LLC,Education,Micro,0950303317
2948,Company_2948,JSC,Construction,Large,0962941620
2955,Company_2955,LLC,Technology,Small,0956265281
2964,Company_2964,SME,Logistics,Large,0913965382
2974,Company_2974,LLC,Construction,Medium,0996155529
2977,Company_2977,SME,Agriculture,Micro,0974906183
2978,Company_2978,LLC,Healthcare,Medium,0941858999
2979,Company_2979,SME,F&B,Small,0982699159
2980,Company_2980,LLC,Logistics,Large,0964996718
2981,Company_2981,JSC,Education,Large,0952972101
2986,Company_2986,JSC,Healthcare,Micro,0921139037
2988,Company_2988,JSC,Retail,Small,0953932269
3004,Company_3004,JSC,Retail,Medium,0968009515
3005,Company_3005,JSC,Retail,Micro,0927605820
3011,Company_3011,JSC,Logistics,Large,0972593449
3028,Company_3028,SME,Logistics,Small,0955740607
3033,Company_3033,JSC,Logistics,Small,0984908840
3045,Company_3045,SME,Manufacturing,Micro,0917909815
3049,Company_3049,JSC,Retail,Micro,0957741273
3051,Company_3051,LLC,Agriculture,Medium,0934404997
3061,Company_3061,SME,Technology,Small,0915079973
3067,Company_3067,JSC,Entertainment/Services,Small,0958704703
3069,Company_3069,SME,Entertainment/Services,Large,0950259059
3071,Company_3071,JSC,Education,Medium,0949554006
3077,Company_3077,JSC,F&B,Small,0996221867
3089,Company_3089,LLC,F&B,Medium,0957514003
3102,Company_3102,SME,Manufacturing,Large,0937450165
3104,Company_3104,SME,Logistics,Small,0923840334
3106,Company_3106,LLC,Logistics,Medium,0987496353
3110,Company_3110,SME,Healthcare,Medium,0998187214
3123,Company_3123,LLC,Technology,Small,0961582522
3134,Company_3134,SME,Construction,Large,0946965247
3139,Company_3139,JSC,Agriculture,Micro,0921723283
3148,Company_3148,SME,Retail,Small,0945465828
3150,Company_3150,SME,Retail,Micro,0962050015
3152,Company_3152,LLC,Construction,Large,0912135675
3153,Company_3153,LLC,Agriculture,Large,0997605682
3161,Company_3161,SME,Construction,Medium,0961067363
3170,Company_3170,LLC,F&B,Small,0959527780
3171,Company_3171,JSC,Agriculture,Medium,0999348391
3184,Company_3184,JSC,F&B,Large,0965174048
3187,Company_3187,LLC,Entertainment/Services,Small,0968545913
3191,Company_3191,SME,Logistics,Small,0945994047
3208,Company_3208,JSC,Agriculture,Micro,0910982402
3215,Company_3215,LLC,Entertainment/Services,Small,0955745088
3216,Company_3216,JSC,Logistics,Large,0947499734
3219,Company_3219,LLC,Agriculture,Small,0933770397
3220,Company_3220,JSC,Manufacturing,Micro,0965529440
3221,Company_3221,LLC,Education,Small,0934323588
3223,Company_3223,SME,Technology,Medium,0941472390
3231,Company_3231,JSC,Manufacturing,Micro,0960221688
3245,Company_3245,JSC,Technology,Medium,0967900272
3248,Company_3248,JSC,Agriculture,Micro,0920516717
3265,Company_3265,SME,Healthcare,Medium,0933579274
3268,Company_3268,SME,Technology,Medium,0948908074
3273,Company_3273,SME,Agriculture,Medium,0922915528
3277,Company_3277,SME,Education,Large,0952827624
3280,Company_3280,SME,Retail,Medium,0982299315
3284,Company_3284,SME,Retail,Small,0967147391
3286,Company_3286,JSC,Technology,Micro,0917173617
3291,Company_3291,SME,Logistics,Large,0965028943
3293,Company_3293,SME,Agriculture,Micro,0957414131
3303,Company_3303,SME,F&B,Micro,0978866578
3312,Company_3312,JSC,Entertainment/Services,Medium,0978413565
3317,Company_3317,SME,Agriculture,Small,0945634832
3320,Company_3320,JSC,Manufacturing,Medium,0912736787
3330,Company_3330,SME,Entertainment/Services,Medium,0955484410
3346,Company_3346,LLC,Healthcare,Micro,0955031696
3349,Company_3349,SME,Manufacturing,Medium,0958597151
3356,Company_3356,JSC,Logistics,Large,0912372579
3375,Company_3375,SME,Logistics,Large,0921452067
3385,Company_3385,LLC,Logistics,Medium,0936285888
3395,Company_3395,LLC,Construction,Micro,0940493011
3403,Company_3403,SME,Logistics,Medium,0985375614
3409,Company_3409,JSC,Logistics,Large,0975010199
3410,Company_3410,SME,Agriculture,Medium,0971598942
3415,Company_3415,JSC,Logistics,Medium,0911896338
3432,Company_3432,LLC,Entertainment/Services,Large,0998023192
3437,Company_3437,JSC,Manufacturing,Micro,0946399576
3439,Company_3439,JSC,F&B,Small,0924606554
3441,Company_3441,SME,Entertainment/Services,Medium,0931439834
3445,Company_3445,SME,Education,Medium,0941071867
3454,Company_3454,SME,Construction,Small,0968446684
