customer_id,customer_type,customer_since_date,status
45,CORPORATE,2023-10-23,ACTIVE
46,INDIVIDUAL,2025-11-22,ACTIVE
47,INDIVIDUAL,2022-09-10,ACTIVE
48,CORPORATE,2023-10-17,ACTIVE
49,INDIVIDUAL,2024-01-29,ACTIVE
50,CORPORATE,2025-01-17,ACTIVE
51,INDIVIDUAL,2025-06-11,ACTIVE
52,CORPORATE,2022-03-31,ACTIVE
53,INDIVIDUAL,2025-11-14,ACTIVE
54,INDIVIDUAL,2022-01-18,ACTIVE
55,INDIVIDUAL,2025-10-31,ACTIVE
56,CORPORATE,2025-01-05,ACTIVE
57,INDIVIDUAL,2022-10-23,ACTIVE
58,INDIVIDUAL,2024-07-27,ACTIVE
59,INDIVIDUAL,2023-02-04,ACTIVE
60,INDIVIDUAL,2023-04-01,ACTIVE
61,INDIVIDUAL,2022-10-20,ACTIVE
62,INDIVIDUAL,2022-02-20,ACTIVE
63,INDIVIDUAL,2023-04-22,ACTIVE
64,CORPORATE,2025-03-29,ACTIVE
65,INDIVIDUAL,2022-09-21,ACTIVE
66,INDIVIDUAL,2025-02-08,ACTIVE
67,CORPORATE,2025-04-30,ACTIVE
68,INDIVIDUAL,2024-07-25,ACTIVE
69,INDIVIDUAL,2025-07-18,ACTIVE
70,CORPORATE,2022-08-02,ACTIVE
71,CORPORATE,2024-09-01,ACTIVE
72,INDIVIDUAL,2024-01-08,ACTIVE
73,INDIVIDUAL,2023-04-01,ACTIVE
74,INDIVIDUAL,2024-01-27,ACTIVE
75,INDIVIDUAL,2025-07-25,ACTIVE
76,INDIVIDUAL,2024-04-26,ACTIVE
77,INDIVIDUAL,2025-11-30,ACTIVE
78,INDIVIDUAL,2022-03-10,ACTIVE
79,INDIVIDUAL,2023-09-26,ACTIVE
80,INDIVIDUAL,2023-05-24,ACTIVE
81,INDIVIDUAL,2023-02-11,ACTIVE
82,CORPORATE,2024-01-19,ACTIVE
83,INDIVIDUAL,2023-07-23,ACTIVE
84,INDIVIDUAL,2023-06-04,ACTIVE
85,CORPORATE,2022-08-07,ACTIVE
86,INDIVIDUAL,2024-09-17,ACTIVE
87,INDIVIDUAL,2025-02-12,ACTIVE
88,INDIVIDUAL,2023-05-02,ACTIVE
89,INDIVIDUAL,2025-10-18,ACTIVE
90,INDIVIDUAL,2023-12-20,ACTIVE
91,INDIVIDUAL,2022-06-12,ACTIVE
92,INDIVIDUAL,2022-03-18,ACTIVE
93,INDIVIDUAL,2023-05-30,ACTIVE
94,INDIVIDUAL,2022-12-29,ACTIVE
95,CORPORATE,2025-02-04,ACTIVE
96,INDIVIDUAL,2024-06-22,ACTIVE
97,INDIVIDUAL,2022-12-11,ACTIVE
98,INDIVIDUAL,2025-05-31,ACTIVE
99,CORPORATE,2025-05-16,ACTIVE
100,INDIVIDUAL,2023-08-29,ACTIVE
101,INDIVIDUAL,2023-07-28,ACTIVE
102,CORPORATE,2025-05-01,ACTIVE
103,INDIVIDUAL,2024-05-25,ACTIVE
104,INDIVIDUAL,2023-11-15,ACTIVE
105,CORPORATE,2024-03-20,ACTIVE
106,INDIVIDUAL,2024-06-27,ACTIVE
107,INDIVIDUAL,2023-10-09,ACTIVE
108,CORPORATE,2022-12-08,ACTIVE
109,INDIVIDUAL,2022-10-01,ACTIVE
110,INDIVIDUAL,2022-08-27,ACTIVE
111,INDIVIDUAL,2025-12-20,ACTIVE
112,INDIVIDUAL,2022-01-29,ACTIVE
113,INDIVIDUAL,2024-12-21,ACTIVE
114,INDIVIDUAL,2022-10-07,ACTIVE
115,CORPORATE,2023-04-13,ACTIVE
116,INDIVIDUAL,2024-08-31,ACTIVE
117,INDIVIDUAL,2024-01-14,ACTIVE
118,INDIVIDUAL,2024-01-16,ACTIVE
119,INDIVIDUAL,2022-01-24,ACTIVE
120,INDIVIDUAL,2023-03-05,ACTIVE
121,INDIVIDUAL,2022-03-06,ACTIVE
122,INDIVIDUAL,2022-01-18,ACTIVE
123,INDIVIDUAL,2022-07-01,ACTIVE
124,INDIVIDUAL,2022-05-29,ACTIVE
125,INDIVIDUAL,2023-07-11,ACTIVE
126,INDIVIDUAL,2023-02-23,ACTIVE
127,CORPORATE,2025-10-30,ACTIVE
128,INDIVIDUAL,2023-10-15,ACTIVE
129,INDIVIDUAL,2025-03-01,ACTIVE
130,INDIVIDUAL,2024-02-17,ACTIVE
131,INDIVIDUAL,2022-08-16,ACTIVE
132,INDIVIDUAL,2022-03-12,ACTIVE
133,INDIVIDUAL,2025-08-22,ACTIVE
134,INDIVIDUAL,2025-05-13,ACTIVE
135,INDIVIDUAL,2024-08-21,ACTIVE
136,INDIVIDUAL,2022-05-08,ACTIVE
137,CORPORATE,2024-11-01,ACTIVE
138,INDIVIDUAL,2025-02-02,ACTIVE
139,INDIVIDUAL,2023-07-30,ACTIVE
140,INDIVIDUAL,2025-07-01,ACTIVE
141,INDIVIDUAL,2024-08-07,ACTIVE
142,INDIVIDUAL,2022-08-13,ACTIVE
143,CORPORATE,2025-05-25,ACTIVE
144,INDIVIDUAL,2022-05-30,ACTIVE
145,INDIVIDUAL,2022-08-15,ACTIVE
146,INDIVIDUAL,2025-09-18,ACTIVE
147,INDIVIDUAL,2023-12-20,ACTIVE
148,INDIVIDUAL,2024-10-22,ACTIVE
149,INDIVIDUAL,2023-06-10,ACTIVE
150,CORPORATE,2023-10-09,ACTIVE
151,INDIVIDUAL,2024-06-27,ACTIVE
152,INDIVIDUAL,2025-07-16,ACTIVE
153,INDIVIDUAL,2025-11-26,ACTIVE
154,INDIVIDUAL,2024-06-16,ACTIVE
155,INDIVIDUAL,2024-11-16,ACTIVE
156,CORPORATE,2025-04-28,ACTIVE
157,INDIVIDUAL,2022-01-13,ACTIVE
158,INDIVIDUAL,2023-08-14,ACTIVE
159,INDIVIDUAL,2022-10-12,ACTIVE
160,INDIVIDUAL,2024-07-09,ACTIVE
161,INDIVIDUAL,2022-12-19,ACTIVE
162,INDIVIDUAL,2023-01-10,ACTIVE
163,INDIVIDUAL,2025-09-27,ACTIVE
164,INDIVIDUAL,2025-05-03,ACTIVE
165,INDIVIDUAL,2025-12-09,ACTIVE
166,INDIVIDUAL,2023-05-18,ACTIVE
167,INDIVIDUAL,2023-10-05,ACTIVE
168,INDIVIDUAL,2023-02-05,ACTIVE
169,INDIVIDUAL,2023-05-17,ACTIVE
170,INDIVIDUAL,2022-08-09,ACTIVE
171,INDIVIDUAL,2024-01-13,ACTIVE
172,INDIVIDUAL,2025-11-05,ACTIVE
173,INDIVIDUAL,2022-11-22,ACTIVE
174,INDIVIDUAL,2023-07-28,ACTIVE
175,INDIVIDUAL,2024-11-01,ACTIVE
176,INDIVIDUAL,2025-08-09,ACTIVE
177,INDIVIDUAL,2023-12-04,ACTIVE
178,INDIVIDUAL,2025-08-22,ACTIVE
179,INDIVIDUAL,2024-01-24,ACTIVE
180,INDIVIDUAL,2024-09-08,ACTIVE
181,CORPORATE,2024-09-26,ACTIVE
182,INDIVIDUAL,2025-11-14,ACTIVE
183,CORPORATE,2023-07-03,ACTIVE
184,CORPORATE,2025-12-27,ACTIVE
185,INDIVIDUAL,2022-08-13,ACTIVE
186,INDIVIDUAL,2025-06-14,ACTIVE
187,INDIVIDUAL,2025-02-13,ACTIVE
188,CORPORATE,2025-03-27,ACTIVE
189,INDIVIDUAL,2024-04-10,ACTIVE
190,CORPORATE,2023-11-12,ACTIVE
191,INDIVIDUAL,2023-03-22,ACTIVE
192,INDIVIDUAL,2024-04-26,ACTIVE
193,INDIVIDUAL,2024-11-25,ACTIVE
194,INDIVIDUAL,2024-06-02,ACTIVE
195,INDIVIDUAL,2022-06-09,ACTIVE
196,INDIVIDUAL,2023-01-15,ACTIVE
197,CORPORATE,2023-07-03,ACTIVE
198,INDIVIDUAL,2022-01-21,ACTIVE
199,INDIVIDUAL,2024-09-12,ACTIVE
200,INDIVIDUAL,2024-09-08,ACTIVE
201,INDIVIDUAL,2022-01-15,ACTIVE
202,INDIVIDUAL,2025-11-24,ACTIVE
203,INDIVIDUAL,2024-10-19,ACTIVE
204,INDIVIDUAL,2024-03-18,ACTIVE
205,INDIVIDUAL,2025-10-12,ACTIVE
206,INDIVIDUAL,2023-09-22,ACTIVE
207,INDIVIDUAL,2023-06-10,ACTIVE
208,INDIVIDUAL,2023-02-03,ACTIVE
209,INDIVIDUAL,2022-01-18,ACTIVE
210,INDIVIDUAL,2022-10-24,ACTIVE
211,INDIVIDUAL,2022-11-20,ACTIVE
212,INDIVIDUAL,2024-08-22,ACTIVE
213,INDIVIDUAL,2024-08-17,ACTIVE
214,INDIVIDUAL,2023-03-25,ACTIVE
215,INDIVIDUAL,2022-06-06,ACTIVE
216,INDIVIDUAL,2024-01-05,ACTIVE
217,CORPORATE,2023-10-12,ACTIVE
218,INDIVIDUAL,2023-06-23,ACTIVE
219,INDIVIDUAL,2023-07-04,ACTIVE
220,CORPORATE,2024-05-25,ACTIVE
221,INDIVIDUAL,2022-08-10,ACTIVE
222,INDIVIDUAL,2024-01-17,ACTIVE
223,CORPORATE,2022-08-01,ACTIVE
224,INDIVIDUAL,2024-11-13,ACTIVE
225,INDIVIDUAL,2024-08-29,ACTIVE
226,INDIVIDUAL,2023-04-28,ACTIVE
227,INDIVIDUAL,2022-06-14,ACTIVE
228,INDIVIDUAL,2024-01-31,ACTIVE
229,INDIVIDUAL,2024-04-30,ACTIVE
230,INDIVIDUAL,2022-01-09,ACTIVE
231,INDIVIDUAL,2022-07-27,ACTIVE
232,INDIVIDUAL,2025-08-21,ACTIVE
233,CORPORATE,2025-01-22,ACTIVE
234,INDIVIDUAL,2022-01-11,ACTIVE
235,INDIVIDUAL,2024-01-19,ACTIVE
236,INDIVIDUAL,2024-09-04,ACTIVE
237,INDIVIDUAL,2025-10-18,ACTIVE
238,INDIVIDUAL,2022-05-26,ACTIVE
239,INDIVIDUAL,2022-12-09,ACTIVE
240,INDIVIDUAL,2024-03-03,ACTIVE
241,INDIVIDUAL,2023-08-28,ACTIVE
242,INDIVIDUAL,2024-07-07,ACTIVE
243,INDIVIDUAL,2023-11-27,ACTIVE
244,CORPORATE,2022-09-04,ACTIVE
245,INDIVIDUAL,2024-12-07,ACTIVE
246,INDIVIDUAL,2023-04-01,ACTIVE
247,CORPORATE,2025-11-26,ACTIVE
248,INDIVIDUAL,2022-08-01,ACTIVE
249,INDIVIDUAL,2023-07-20,ACTIVE
250,INDIVIDUAL,2022-08-17,ACTIVE
251,INDIVIDUAL,2023-04-02,ACTIVE
252,INDIVIDUAL,2023-09-01,ACTIVE
253,INDIVIDUAL,2023-11-03,ACTIVE
254,INDIVIDUAL,2022-06-25,ACTIVE
255,INDIVIDUAL,2024-11-23,ACTIVE
256,INDIVIDUAL,2024-11-06,ACTIVE
257,INDIVIDUAL,2022-05-29,ACTIVE
258,INDIVIDUAL,2022-09-13,ACTIVE
259,INDIVIDUAL,2024-09-13,ACTIVE
260,INDIVIDUAL,2023-07-04,ACTIVE
261,INDIVIDUAL,2024-07-01,ACTIVE
262,CORPORATE,2023-02-11,ACTIVE
263,INDIVIDUAL,2024-06-12,ACTIVE
264,INDIVIDUAL,2025-02-08,ACTIVE
265,INDIVIDUAL,2025-08-29,ACTIVE
266,CORPORATE,2023-12-29,ACTIVE
267,INDIVIDUAL,2022-07-24,ACTIVE
268,INDIVIDUAL,2025-06-24,ACTIVE
269,INDIVIDUAL,2025-11-08,ACTIVE
270,INDIVIDUAL,2022-11-03,ACTIVE
271,INDIVIDUAL,2023-03-28,ACTIVE
272,CORPORATE,2024-01-22,ACTIVE
273,INDIVIDUAL,2022-05-10,ACTIVE
274,INDIVIDUAL,2024-05-08,ACTIVE
275,INDIVIDUAL,2024-02-11,ACTIVE
276,INDIVIDUAL,2024-04-17,ACTIVE
277,INDIVIDUAL,2024-07-31,ACTIVE
278,INDIVIDUAL,2024-06-11,ACTIVE
279,INDIVIDUAL,2022-02-04,ACTIVE
280,INDIVIDUAL,2024-02-21,ACTIVE
281,INDIVIDUAL,2025-05-10,ACTIVE
282,INDIVIDUAL,2023-04-26,ACTIVE
283,INDIVIDUAL,2022-05-21,ACTIVE
284,INDIVIDUAL,2024-02-02,ACTIVE
285,INDIVIDUAL,2024-07-22,ACTIVE
286,INDIVIDUAL,2024-06-24,ACTIVE
287,INDIVIDUAL,2025-07-20,ACTIVE
288,INDIVIDUAL,2025-04-05,ACTIVE
289,INDIVIDUAL,2023-01-23,ACTIVE
290,INDIVIDUAL,2023-05-29,ACTIVE
291,INDIVIDUAL,2023-06-30,ACTIVE
292,INDIVIDUAL,2025-02-26,ACTIVE
293,INDIVIDUAL,2025-04-25,ACTIVE
294,INDIVIDUAL,2022-10-18,ACTIVE
295,INDIVIDUAL,2024-02-21,ACTIVE
296,INDIVIDUAL,2024-03-24,ACTIVE
297,INDIVIDUAL,2024-06-15,ACTIVE
298,INDIVIDUAL,2022-03-25,ACTIVE
299,INDIVIDUAL,2025-09-05,ACTIVE
300,INDIVIDUAL,2025-06-14,ACTIVE
301,INDIVIDUAL,2023-06-06,ACTIVE
302,INDIVIDUAL,2023-04-10,ACTIVE
303,CORPORATE,2023-09-01,ACTIVE
304,INDIVIDUAL,2024-05-05,ACTIVE
305,CORPORATE,2022-02-09,ACTIVE
306,INDIVIDUAL,2022-09-17,ACTIVE
307,CORPORATE,2022-10-31,ACTIVE
308,CORPORATE,2024-01-16,ACTIVE
309,INDIVIDUAL,2025-03-22,ACTIVE
310,INDIVIDUAL,2023-09-11,ACTIVE
311,CORPORATE,2023-03-13,ACTIVE
312,INDIVIDUAL,2023-01-11,ACTIVE
313,INDIVIDUAL,2023-08-22,ACTIVE
314,INDIVIDUAL,2023-08-18,ACTIVE
315,INDIVIDUAL,2024-04-01,ACTIVE
316,INDIVIDUAL,2022-11-22,ACTIVE
317,INDIVIDUAL,2023-06-28,ACTIVE
318,INDIVIDUAL,2022-04-12,ACTIVE
319,CORPORATE,2023-10-17,ACTIVE
320,INDIVIDUAL,2023-07-22,ACTIVE
321,INDIVIDUAL,2024-09-18,ACTIVE
322,INDIVIDUAL,2023-12-26,ACTIVE
323,INDIVIDUAL,2024-05-31,ACTIVE
324,INDIVIDUAL,2024-03-26,ACTIVE
325,INDIVIDUAL,2024-03-16,ACTIVE
326,INDIVIDUAL,2024-08-13,ACTIVE
327,INDIVIDUAL,2024-07-20,ACTIVE
328,CORPORATE,2025-06-18,ACTIVE
329,INDIVIDUAL,2022-02-12,ACTIVE
330,CORPORATE,2023-08-04,ACTIVE
331,INDIVIDUAL,2023-08-29,ACTIVE
332,CORPORATE,2025-01-18,ACTIVE
333,INDIVIDUAL,2022-09-05,ACTIVE
334,INDIVIDUAL,2025-12-21,ACTIVE
335,CORPORATE,2022-03-04,ACTIVE
336,INDIVIDUAL,2024-05-22,ACTIVE
337,INDIVIDUAL,2023-11-16,ACTIVE
338,INDIVIDUAL,2023-09-12,ACTIVE
339,INDIVIDUAL,2025-09-02,ACTIVE
340,INDIVIDUAL,2023-07-05,ACTIVE
341,CORPORATE,2022-07-12,ACTIVE
342,INDIVIDUAL,2024-08-26,ACTIVE
343,INDIVIDUAL,2023-09-11,ACTIVE
344,CORPORATE,2024-06-04,ACTIVE
345,INDIVIDUAL,2024-04-28,ACTIVE
346,INDIVIDUAL,2022-09-11,ACTIVE
347,INDIVIDUAL,2022-09-25,ACTIVE
348,INDIVIDUAL,2023-04-21,ACTIVE
349,CORPORATE,2025-04-08,ACTIVE
350,INDIVIDUAL,2024-09-14,ACTIVE
351,CORPORATE,2022-03-22,ACTIVE
352,INDIVIDUAL,2022-07-24,ACTIVE
353,INDIVIDUAL,2023-04-11,ACTIVE
354,INDIVIDUAL,2023-07-09,ACTIVE
355,INDIVIDUAL,2023-08-09,ACTIVE
356,INDIVIDUAL,2022-04-29,ACTIVE
357,INDIVIDUAL,2022-12-19,ACTIVE
358,INDIVIDUAL,2023-10-11,ACTIVE
359,INDIVIDUAL,2023-09-25,ACTIVE
360,INDIVIDUAL,2025-06-15,ACTIVE
361,INDIVIDUAL,2022-12-23,ACTIVE
362,INDIVIDUAL,2025-12-19,ACTIVE
363,INDIVIDUAL,2023-07-02,ACTIVE
364,INDIVIDUAL,2024-07-19,ACTIVE
365,INDIVIDUAL,2023-05-01,ACTIVE
366,INDIVIDUAL,2023-03-19,ACTIVE
367,INDIVIDUAL,2022-05-28,ACTIVE
368,INDIVIDUAL,2022-09-20,ACTIVE
369,CORPORATE,2024-02-10,ACTIVE
370,INDIVIDUAL,2023-10-22,ACTIVE
371,INDIVIDUAL,2023-09-14,ACTIVE
372,INDIVIDUAL,2024-07-10,ACTIVE
373,CORPORATE,2022-08-08,ACTIVE
374,INDIVIDUAL,2024-06-07,ACTIVE
375,INDIVIDUAL,2025-02-11,ACTIVE
376,INDIVIDUAL,2022-09-26,ACTIVE
377,INDIVIDUAL,2024-09-10,ACTIVE
378,INDIVIDUAL,2025-10-08,ACTIVE
379,INDIVIDUAL,2023-06-19,ACTIVE
380,INDIVIDUAL,2024-10-13,ACTIVE
381,INDIVIDUAL,2025-04-09,ACTIVE
382,INDIVIDUAL,2023-01-11,ACTIVE
383,INDIVIDUAL,2025-09-24,ACTIVE
384,INDIVIDUAL,2025-02-08,ACTIVE
385,INDIVIDUAL,2023-11-30,ACTIVE
386,INDIVIDUAL,2025-08-30,ACTIVE
387,CORPORATE,2022-05-06,ACTIVE
388,INDIVIDUAL,2025-02-05,ACTIVE
389,INDIVIDUAL,2025-12-14,ACTIVE
390,CORPORATE,2025-08-22,ACTIVE
391,INDIVIDUAL,2024-12-14,ACTIVE
392,INDIVIDUAL,2023-11-04,ACTIVE
393,INDIVIDUAL,2023-02-16,ACTIVE
394,INDIVIDUAL,2025-04-30,ACTIVE
395,CORPORATE,2022-07-29,ACTIVE
396,INDIVIDUAL,2024-09-19,ACTIVE
397,INDIVIDUAL,2023-12-15,ACTIVE
398,INDIVIDUAL,2023-01-16,ACTIVE
399,INDIVIDUAL,2022-08-03,ACTIVE
400,INDIVIDUAL,2023-01-21,ACTIVE
401,INDIVIDUAL,2024-10-10,ACTIVE
402,INDIVIDUAL,2025-02-19,ACTIVE
403,INDIVIDUAL,2023-09-18,ACTIVE
404,INDIVIDUAL,2022-02-18,ACTIVE
405,INDIVIDUAL,2023-01-02,ACTIVE
406,INDIVIDUAL,2025-06-03,ACTIVE
407,INDIVIDUAL,2024-02-02,ACTIVE
408,INDIVIDUAL,2022-09-29,ACTIVE
409,INDIVIDUAL,2024-12-14,ACTIVE
410,INDIVIDUAL,2025-03-26,ACTIVE
411,INDIVIDUAL,2024-05-16,ACTIVE
412,INDIVIDUAL,2022-09-25,ACTIVE
413,CORPORATE,2025-10-28,ACTIVE
414,INDIVIDUAL,2022-04-22,ACTIVE
415,INDIVIDUAL,2024-04-19,ACTIVE
416,INDIVIDUAL,2025-03-14,ACTIVE
417,INDIVIDUAL,2024-08-01,ACTIVE
418,INDIVIDUAL,2022-07-05,ACTIVE
419,INDIVIDUAL,2024-03-28,ACTIVE
420,INDIVIDUAL,2024-01-06,ACTIVE
421,CORPORATE,2023-01-15,ACTIVE
422,INDIVIDUAL,2023-01-01,ACTIVE
423,INDIVIDUAL,2024-09-21,ACTIVE
424,INDIVIDUAL,2025-12-17,ACTIVE
425,INDIVIDUAL,2022-03-02,ACTIVE
426,INDIVIDUAL,2023-04-12,ACTIVE
427,CORPORATE,2023-09-27,ACTIVE
428,INDIVIDUAL,2022-06-15,ACTIVE
429,INDIVIDUAL,2024-08-02,ACTIVE
430,INDIVIDUAL,2023-05-03,ACTIVE
431,INDIVIDUAL,2024-11-07,ACTIVE
432,INDIVIDUAL,2024-09-04,ACTIVE
433,CORPORATE,2025-09-24,ACTIVE
434,INDIVIDUAL,2023-10-05,ACTIVE
435,INDIVIDUAL,2023-09-11,ACTIVE
436,INDIVIDUAL,2024-02-16,ACTIVE
437,INDIVIDUAL,2024-07-20,ACTIVE
438,INDIVIDUAL,2024-04-21,ACTIVE
439,CORPORATE,2023-09-04,ACTIVE
440,INDIVIDUAL,2023-07-16,ACTIVE
441,INDIVIDUAL,2024-08-21,ACTIVE
442,INDIVIDUAL,2022-01-05,ACTIVE
443,INDIVIDUAL,2022-09-20,ACTIVE
444,INDIVIDUAL,2022-03-21,ACTIVE
445,INDIVIDUAL,2022-06-12,ACTIVE
446,INDIVIDUAL,2024-04-12,ACTIVE
447,INDIVIDUAL,2023-10-12,ACTIVE
448,CORPORATE,2022-02-23,ACTIVE
449,INDIVIDUAL,2025-04-27,ACTIVE
450,INDIVIDUAL,2022-12-05,ACTIVE
451,INDIVIDUAL,2022-01-25,ACTIVE
452,INDIVIDUAL,2023-02-04,ACTIVE
453,INDIVIDUAL,2023-09-14,ACTIVE
454,INDIVIDUAL,2023-09-12,ACTIVE
455,INDIVIDUAL,2023-06-06,ACTIVE
456,INDIVIDUAL,2022-07-18,ACTIVE
457,INDIVIDUAL,2025-05-17,ACTIVE
458,INDIVIDUAL,2025-07-07,ACTIVE
459,INDIVIDUAL,2023-06-18,ACTIVE
460,CORPORATE,2024-08-02,ACTIVE
461,INDIVIDUAL,2025-01-01,ACTIVE
462,INDIVIDUAL,2024-12-10,ACTIVE
463,INDIVIDUAL,2025-03-01,ACTIVE
464,INDIVIDUAL,2023-03-04,ACTIVE
465,INDIVIDUAL,2025-05-20,ACTIVE
466,INDIVIDUAL,2024-09-23,ACTIVE
467,INDIVIDUAL,2023-04-19,ACTIVE
468,INDIVIDUAL,2023-10-09,ACTIVE
469,INDIVIDUAL,2025-01-11,ACTIVE
470,CORPORATE,2022-12-03,ACTIVE
471,INDIVIDUAL,2023-07-12,ACTIVE
472,INDIVIDUAL,2022-08-04,ACTIVE
473,INDIVIDUAL,2024-08-15,ACTIVE
474,INDIVIDUAL,2023-06-01,ACTIVE
475,INDIVIDUAL,2022-07-17,ACTIVE
476,CORPORATE,2023-10-14,ACTIVE
477,INDIVIDUAL,2022-05-21,ACTIVE
478,INDIVIDUAL,2025-02-21,ACTIVE
479,INDIVIDUAL,2024-12-04,ACTIVE
480,INDIVIDUAL,2022-07-26,ACTIVE
481,INDIVIDUAL,2023-10-05,ACTIVE
482,INDIVIDUAL,2024-03-15,ACTIVE
483,INDIVIDUAL,2022-04-24,ACTIVE
484,INDIVIDUAL,2023-08-04,ACTIVE
485,INDIVIDUAL,2024-04-12,ACTIVE
486,INDIVIDUAL,2024-02-24,ACTIVE
487,INDIVIDUAL,2023-02-04,ACTIVE
488,INDIVIDUAL,2022-02-08,ACTIVE
489,INDIVIDUAL,2023-08-12,ACTIVE
490,INDIVIDUAL,2023-01-15,ACTIVE
491,INDIVIDUAL,2025-09-27,ACTIVE
492,INDIVIDUAL,2025-07-09,ACTIVE
493,CORPORATE,2024-07-10,ACTIVE
494,INDIVIDUAL,2024-11-18,ACTIVE
495,INDIVIDUAL,2025-10-24,ACTIVE
496,INDIVIDUAL,2025-11-23,ACTIVE
497,INDIVIDUAL,2024-01-16,ACTIVE
498,INDIVIDUAL,2024-09-10,ACTIVE
499,INDIVIDUAL,2022-03-08,ACTIVE
500,INDIVIDUAL,2024-03-20,ACTIVE
501,INDIVIDUAL,2023-09-12,ACTIVE
502,INDIVIDUAL,2022-05-01,ACTIVE
503,INDIVIDUAL,2022-01-30,ACTIVE
504,INDIVIDUAL,2023-02-11,ACTIVE
505,CORPORATE,2024-03-26,ACTIVE
506,INDIVIDUAL,2024-07-30,ACTIVE
507,INDIVIDUAL,2024-08-15,ACTIVE
508,INDIVIDUAL,2025-01-08,ACTIVE
509,INDIVIDUAL,2024-01-23,ACTIVE
510,INDIVIDUAL,2022-08-10,ACTIVE
511,INDIVIDUAL,2024-03-11,ACTIVE
512,INDIVIDUAL,2022-09-17,ACTIVE
513,INDIVIDUAL,2022-05-16,ACTIVE
514,INDIVIDUAL,2024-11-29,ACTIVE
515,INDIVIDUAL,2023-12-15,ACTIVE
516,INDIVIDUAL,2024-07-12,ACTIVE
517,INDIVIDUAL,2022-12-16,ACTIVE
518,INDIVIDUAL,2023-10-17,ACTIVE
519,INDIVIDUAL,2024-12-22,ACTIVE
520,CORPORATE,2025-11-18,ACTIVE
521,INDIVIDUAL,2024-02-27,ACTIVE
522,CORPORATE,2022-11-14,ACTIVE
523,INDIVIDUAL,2024-08-05,ACTIVE
524,CORPORATE,2023-12-31,ACTIVE
525,INDIVIDUAL,2025-08-27,ACTIVE
526,CORPORATE,2024-07-09,ACTIVE
527,CORPORATE,2022-12-05,ACTIVE
528,INDIVIDUAL,2023-12-10,ACTIVE
529,INDIVIDUAL,2022-08-18,ACTIVE
530,INDIVIDUAL,2022-06-06,ACTIVE
531,INDIVIDUAL,2022-01-06,ACTIVE
532,CORPORATE,2023-04-17,ACTIVE
533,INDIVIDUAL,2023-07-31,ACTIVE
534,INDIVIDUAL,2024-09-10,ACTIVE
535,CORPORATE,2023-07-22,ACTIVE
536,INDIVIDUAL,2023-05-13,ACTIVE
537,INDIVIDUAL,2023-02-25,ACTIVE
538,INDIVIDUAL,2025-11-22,ACTIVE
539,INDIVIDUAL,2025-12-29,ACTIVE
540,INDIVIDUAL,2023-08-23,ACTIVE
541,INDIVIDUAL,2023-09-06,ACTIVE
542,INDIVIDUAL,2024-04-12,ACTIVE
543,INDIVIDUAL,2022-02-22,ACTIVE
544,INDIVIDUAL,2023-03-09,ACTIVE
545,INDIVIDUAL,2022-09-25,ACTIVE
546,INDIVIDUAL,2023-11-18,ACTIVE
