loan_id,customer_id,staff_id,branch_id,product_id,policy_id,collateral_id,start_date,interest_rate,tenor,amount,outstanding,status
3035,2613,436,59,1,1,51,2022-01-13,1.86,15,1827.71,0.0,CLOSED
3071,2644,436,59,5,5,52,2022-01-13,3.45,6,36034.72,24029.0,ACTIVE
13787,11792,733,65,4,1,53,2022-01-13,1.74,21,17857.78,0.0,CLOSED
17447,14906,733,65,1,4,35,2022-01-13,2.97,12,1844.5,0.0,CLOSED
1900,1638,725,50,2,1,54,2022-01-13,3.38,3,620.79,608.75,ACTIVE
8207,7027,733,65,2,2,55,2022-01-13,2.57,6,482.27,0.0,CLOSED
20198,17241,733,65,3,2,56,2022-01-13,1.83,9,3251.92,0.0,CLOSED
21330,18203,725,50,3,1,50,2022-01-13,1.41,3,2871.14,337.03,ACTIVE
8702,7452,436,59,2,1,57,2022-01-13,3.58,6,661.0,0.0,CLOSED
3097,2666,436,59,5,5,58,2022-01-14,3.61,30,53601.09,22304.03,ACTIVE
14181,12120,733,65,4,1,59,2022-01-14,1.51,42,8537.66,6658.34,ACTIVE
8147,6978,600,23,3,1,60,2022-01-14,2.23,6,2759.47,1801.43,ACTIVE
1374,1179,436,59,1,1,61,2022-01-14,2.65,24,1755.16,0.0,CLOSED
11006,9429,654,37,1,1,62,2022-01-14,2.67,15,2058.27,1331.32,DEFAULT
21849,18652,2,25,3,1,5,2022-01-14,1.84,9,3103.13,2104.42,ACTIVE
779,674,654,37,1,1,47,2022-01-14,2.86,21,1515.19,0.0,CLOSED
12838,10991,66,51,2,1,63,2022-01-14,2.79,9,681.71,0.0,CLOSED
12725,10900,436,59,5,5,56,2022-01-14,3.26,60,67646.75,0.0,CLOSED
2424,2086,654,37,1,1,64,2022-01-14,3.37,12,1608.02,1443.36,ACTIVE
13555,11603,317,26,6,1,65,2022-01-15,5.26,24,6688.93,2877.94,DEFAULT
11723,10037,66,51,4,1,66,2022-01-15,2.81,36,10757.58,0.0,CLOSED
15402,13166,733,65,5,1,41,2022-01-15,3.31,12,24920.5,0.0,CLOSED
14540,12424,552,1,4,1,11,2022-01-15,2.6,30,4668.71,1562.11,DEFAULT
23356,19954,317,26,6,1,5,2022-01-15,5.63,24,8805.16,5091.7,ACTIVE
14794,12641,2,25,5,1,32,2022-01-15,3.08,18,16888.04,10612.94,DEFAULT
15715,13431,436,59,5,5,51,2022-01-15,3.26,42,42946.7,12593.62,ACTIVE
21231,18122,733,65,1,4,67,2022-01-15,1.35,12,919.28,0.0,CLOSED
16388,14001,733,65,1,2,68,2022-01-15,1.59,24,1945.72,0.0,CLOSED
22066,18834,552,1,2,1,69,2022-01-15,3.44,3,547.44,110.73,DEFAULT
18723,15989,552,1,1,1,70,2022-01-16,2.53,15,2384.6,0.0,CLOSED
12164,10419,654,37,2,1,71,2022-01-16,4.97,6,539.72,0.0,CLOSED
3915,3367,317,26,2,1,72,2022-01-16,3.83,6,827.91,207.26,ACTIVE
13252,11349,654,37,3,1,73,2022-01-16,2.27,3,2693.02,0.0,CLOSED
22911,19567,725,50,2,1,57,2022-01-16,2.81,3,587.69,78.05,ACTIVE
14518,12404,552,1,3,1,74,2022-01-16,1.7,6,2513.26,1140.92,ACTIVE
9540,8175,600,23,2,1,75,2022-01-16,2.55,6,801.95,225.44,ACTIVE
16482,14085,915,34,6,1,35,2022-01-16,4.11,24,12737.52,11664.53,ACTIVE
21030,17960,66,51,4,1,66,2022-01-16,2.43,27,8804.07,4987.16,ACTIVE
3214,2766,600,23,2,1,76,2022-01-16,2.62,6,482.31,0.0,CLOSED
6474,5551,66,51,2,1,77,2022-01-16,2.66,12,601.68,541.15,DEFAULT
23388,19975,66,51,3,1,73,2022-01-16,2.1,6,1081.89,1026.58,ACTIVE
14551,12434,733,65,2,2,78,2022-01-16,3.82,3,479.65,174.06,ACTIVE
16799,14356,725,50,3,1,79,2022-01-16,1.99,3,2815.07,0.0,CLOSED
4714,4036,552,1,2,1,80,2022-01-16,4.89,9,394.44,180.0,DEFAULT
8686,7437,552,1,4,1,56,2022-01-16,2.89,15,4888.92,0.0,CLOSED
15024,12836,552,1,5,5,66,2022-01-16,2.62,60,41221.39,14946.75,ACTIVE
12729,10904,725,50,2,1,81,2022-01-16,3.93,9,700.48,0.0,CLOSED
4746,4064,301,96,6,1,5,2022-01-17,5.1,18,3666.33,2961.59,DEFAULT
13743,11757,301,96,1,4,82,2022-01-17,1.7,6,2018.63,0.0,CLOSED
8953,7661,552,1,1,1,83,2022-01-17,2.83,3,1149.21,552.3,ACTIVE
4309,3700,654,37,2,1,84,2022-01-17,4.94,6,747.13,0.0,CLOSED
7429,6366,66,51,2,1,57,2022-01-17,3.96,6,788.87,190.21,ACTIVE
206,182,733,65,1,2,85,2022-01-17,2.03,9,2045.04,0.0,CLOSED
21865,18664,654,37,4,3,86,2022-01-18,0.64,18,14493.96,0.0,CLOSED
36,33,436,59,5,5,87,2022-01-18,1.91,54,23399.5,3633.81,ACTIVE
21659,18488,66,51,3,1,41,2022-01-18,2.13,12,2823.73,0.0,CLOSED
15440,13197,552,1,5,5,88,2022-01-18,2.53,60,31293.22,0.0,CLOSED
12329,10556,915,34,3,1,89,2022-01-18,2.44,9,2493.41,0.0,CLOSED
11490,9842,654,37,2,1,63,2022-01-18,4.87,12,747.53,0.0,CLOSED
15209,12997,552,1,1,1,82,2022-01-18,3.1,3,2336.39,762.03,DEFAULT
6325,5422,654,37,1,1,90,2022-01-18,2.39,12,2805.95,499.28,ACTIVE
9922,8507,725,50,1,1,91,2022-01-18,2.39,12,1112.98,750.46,ACTIVE
22262,19013,2,25,4,1,11,2022-01-18,2.61,18,8669.64,6836.54,DEFAULT
13204,11311,552,1,1,1,92,2022-01-19,2.26,15,1366.31,969.29,ACTIVE
9156,7837,654,37,1,1,93,2022-01-19,2.64,21,1736.9,720.5,DEFAULT
14660,12522,673,12,3,4,50,2022-01-19,1.29,3,2753.79,439.78,ACTIVE
4066,3492,552,1,2,1,94,2022-01-20,4.82,6,379.93,260.87,DEFAULT
10795,9246,552,1,1,1,95,2022-01-20,2.78,3,2060.57,1075.48,ACTIVE
2111,1819,673,12,3,4,96,2022-01-20,0.86,3,1383.37,836.55,ACTIVE
4338,3724,317,26,1,1,97,2022-01-20,2.5,9,1039.38,483.99,ACTIVE
19179,16374,436,59,6,1,98,2022-01-20,5.28,12,12234.46,0.0,CLOSED
4869,4168,733,65,2,2,99,2022-01-20,3.36,12,645.32,0.0,CLOSED
7769,6664,301,96,2,1,100,2022-01-20,4.42,9,314.75,0.0,CLOSED
12525,10726,66,51,4,1,101,2022-01-20,2.91,27,4601.66,0.0,CLOSED
19438,16595,552,1,1,1,102,2022-01-21,2.91,12,2724.41,2131.52,ACTIVE
10283,8811,600,23,1,1,103,2022-01-21,3.23,3,2307.3,1664.55,ACTIVE
4063,3490,301,96,3,4,104,2022-01-21,2.0,3,2139.39,314.87,ACTIVE
23223,19838,673,12,1,4,61,2022-01-21,2.09,6,1095.44,0.0,CLOSED
11264,9647,733,65,4,1,86,2022-01-21,2.98,21,15334.1,2884.55,ACTIVE
15761,13470,128,18,2,1,49,2022-01-21,4.99,12,933.17,0.0,CLOSED
1106,949,552,1,2,1,105,2022-01-21,4.6,3,847.07,268.93,ACTIVE
23365,19959,673,12,2,1,106,2022-01-21,4.28,3,730.3,479.7,DEFAULT
12448,10660,7,93,5,5,47,2022-01-21,2.78,60,49425.65,38870.41,ACTIVE
5224,4475,900,14,3,4,107,2022-01-21,0.82,6,4215.47,0.0,CLOSED
17696,15122,654,37,3,1,108,2022-01-21,1.97,3,3762.35,0.0,CLOSED
11281,9664,317,26,2,1,9,2022-01-22,3.99,3,518.25,144.67,ACTIVE
22503,19214,654,37,4,3,86,2022-01-22,1.22,39,10499.57,0.0,CLOSED
11779,10089,915,34,6,1,1,2022-01-22,5.62,18,8061.25,0.0,CLOSED
19112,16312,654,37,3,1,109,2022-01-22,1.69,12,2653.48,0.0,CLOSED
14134,12082,654,37,5,3,110,2022-01-22,1.65,42,35193.64,24374.52,ACTIVE
22310,19052,436,59,4,1,111,2022-01-22,2.56,15,8346.88,2471.36,ACTIVE
11912,10197,863,70,1,1,6,2022-01-22,2.18,24,1146.94,855.03,ACTIVE
5726,4914,863,70,1,1,112,2022-01-23,2.47,12,1698.17,622.58,DEFAULT
20868,17818,552,1,5,5,113,2022-01-23,1.9,24,43539.13,39475.24,ACTIVE
4972,4257,733,65,2,2,114,2022-01-23,3.16,12,696.73,678.14,ACTIVE
8375,7171,957,84,1,2,115,2022-01-23,1.86,18,1322.85,0.0,CLOSED
550,480,673,12,3,4,116,2022-01-23,1.94,3,1244.19,412.97,ACTIVE
16580,14172,552,1,1,1,117,2022-01-23,2.46,24,1651.64,1377.63,ACTIVE
13132,11250,2,25,6,1,118,2022-01-23,3.02,6,7404.79,0.0,CLOSED
11228,9614,654,37,2,1,119,2022-01-23,3.34,9,494.77,356.28,ACTIVE
22237,18989,654,37,1,1,120,2022-01-23,2.87,21,2116.67,0.0,CLOSED
19038,16250,301,96,1,4,121,2022-01-24,1.98,18,687.58,0.0,CLOSED
14126,12075,552,1,1,1,122,2022-01-24,3.3,12,1816.67,1458.97,ACTIVE
4025,3459,301,96,3,4,89,2022-01-24,0.93,3,1754.82,797.59,ACTIVE
1331,1143,552,1,3,1,5,2022-01-24,1.7,3,1804.69,904.68,ACTIVE
612,535,957,84,5,1,123,2022-01-24,2.12,24,31845.09,16279.61,ACTIVE
5746,4932,733,65,3,2,101,2022-01-24,1.82,6,3753.86,0.0,CLOSED
16955,14489,812,34,4,1,124,2022-01-24,1.58,24,5674.42,1006.02,ACTIVE
5466,4686,725,50,2,1,125,2022-01-25,4.87,3,553.82,95.43,ACTIVE
403,353,654,37,3,1,126,2022-01-25,1.77,9,2427.03,837.92,ACTIVE
5355,4587,2,25,3,1,101,2022-01-25,1.98,3,2139.43,797.09,ACTIVE
4790,4102,301,96,3,4,127,2022-01-25,1.45,3,2448.32,0.0,CLOSED
12782,10948,915,34,3,1,53,2022-01-25,1.39,12,1696.98,0.0,CLOSED
5910,5072,301,96,2,1,128,2022-01-25,4.03,3,586.36,0.0,CLOSED
12280,10517,552,1,2,1,129,2022-01-25,3.76,6,685.15,0.0,CLOSED
22757,19434,128,18,3,1,50,2022-01-25,1.75,9,827.46,0.0,CLOSED
14155,12098,552,1,1,1,130,2022-01-25,2.3,6,1123.2,522.73,ACTIVE
3386,2911,863,70,2,1,131,2022-01-25,3.06,9,370.94,216.28,ACTIVE
8900,7616,7,93,1,2,67,2022-01-25,2.06,24,2154.24,0.0,CLOSED
8540,7321,673,12,2,1,132,2022-01-25,3.4,3,608.14,432.77,ACTIVE
2350,2027,654,37,4,3,108,2022-01-26,0.77,36,18776.2,0.0,CLOSED
23288,19891,301,96,3,4,11,2022-01-26,1.25,12,1873.08,1241.92,ACTIVE
20951,17887,552,1,4,1,109,2022-01-26,2.53,39,5961.34,4478.05,DEFAULT
10178,8724,673,12,3,4,11,2022-01-26,1.78,3,2280.39,0.0,CLOSED
4369,3751,301,96,1,4,118,2022-01-26,1.42,15,2265.98,830.91,ACTIVE
11954,10231,7,93,2,2,133,2022-01-26,2.39,3,670.16,0.0,CLOSED
18026,15399,733,65,5,1,68,2022-01-26,3.92,48,11468.36,0.0,CLOSED
9111,7796,301,96,3,4,66,2022-01-26,1.06,3,2472.59,0.0,CLOSED
21954,18741,957,84,6,1,134,2022-01-26,4.44,12,10529.28,1562.42,ACTIVE
3856,3318,291,20,1,1,135,2022-01-26,2.12,6,1384.2,0.0,CLOSED
1962,1694,673,12,3,4,41,2022-01-26,0.96,9,2899.82,0.0,CLOSED
11545,9885,725,50,2,1,136,2022-01-26,2.84,6,441.77,0.0,CLOSED
21121,18036,733,65,4,1,137,2022-01-26,2.62,36,8899.6,5136.46,ACTIVE
3899,3354,673,12,3,4,138,2022-01-26,0.91,9,1803.16,0.0,CLOSED
11697,10014,957,84,2,2,63,2022-01-27,2.65,9,873.43,0.0,CLOSED
17585,15025,725,50,2,1,139,2022-01-27,2.64,12,624.75,298.18,ACTIVE
20349,17374,291,20,1,1,121,2022-01-27,2.35,18,2556.53,0.0,CLOSED
2959,2545,673,12,3,4,53,2022-01-27,0.71,12,2529.14,0.0,CLOSED
11328,9701,291,20,4,1,140,2022-01-27,2.39,45,13301.48,0.0,CLOSED
19810,16901,957,84,5,1,6,2022-01-27,3.01,48,16142.72,2831.66,ACTIVE
11856,10152,733,65,1,2,141,2022-01-27,2.23,6,2312.11,0.0,CLOSED
19937,17016,812,34,1,1,67,2022-01-27,2.24,18,1964.22,0.0,CLOSED
20419,17432,436,59,2,1,142,2022-01-27,4.42,6,535.66,322.51,ACTIVE
14345,12263,7,93,3,2,89,2022-01-27,0.97,9,1389.8,567.54,ACTIVE
15950,13633,7,93,3,2,143,2022-01-28,0.79,12,3631.37,0.0,CLOSED
2907,2504,291,20,1,1,144,2022-01-28,3.5,21,1561.68,0.0,CLOSED
22909,19565,733,65,2,2,145,2022-01-28,3.56,6,368.42,245.57,ACTIVE
22367,19102,7,93,3,4,146,2022-01-28,1.88,12,873.37,0.0,CLOSED
9266,7937,900,14,2,1,14,2022-01-28,3.6,3,403.31,217.46,DEFAULT
14297,12221,2,25,3,1,79,2022-01-28,1.99,9,3399.14,1209.15,ACTIVE
4846,4151,733,65,4,1,147,2022-01-28,2.83,12,5476.67,3334.08,ACTIVE
17654,15085,436,59,3,1,41,2022-01-28,1.58,3,1713.16,0.0,CLOSED
5445,4667,7,93,2,2,148,2022-01-29,4.13,3,742.03,462.45,DEFAULT
19721,16827,733,65,2,2,15,2022-01-29,3.57,9,537.11,0.0,CLOSED
3699,3184,600,23,6,1,118,2022-01-29,5.01,30,9487.77,0.0,CLOSED
18965,16192,301,96,6,1,149,2022-01-29,4.97,18,3027.27,2457.11,ACTIVE
13054,11178,733,65,1,4,70,2022-01-29,1.42,21,1505.29,0.0,CLOSED
9371,8028,863,70,1,1,150,2022-01-29,3.1,18,2883.74,1354.92,DEFAULT
15549,13295,673,12,2,1,151,2022-01-30,3.4,6,410.62,281.31,ACTIVE
20392,17408,600,23,2,1,152,2022-01-30,4.31,12,265.07,96.69,DEFAULT
19556,16692,725,50,3,1,127,2022-01-30,2.36,9,2158.91,261.48,ACTIVE
16813,14368,301,96,1,4,85,2022-01-31,1.76,3,1368.64,0.0,CLOSED
14389,12301,436,59,2,1,153,2022-01-31,3.94,9,387.89,0.0,CLOSED
7515,6439,301,96,3,4,154,2022-01-31,1.0,3,1973.8,353.41,ACTIVE
2406,2073,301,96,2,1,155,2022-01-31,4.29,9,711.94,195.72,ACTIVE
20673,17656,291,20,4,1,156,2022-01-31,2.03,48,14959.83,2818.99,ACTIVE
3010,2591,301,96,2,1,157,2022-01-31,4.81,9,465.98,0.0,CLOSED
9441,8089,654,37,5,5,158,2022-01-31,3.48,6,30926.8,0.0,CLOSED
15425,13185,863,70,4,1,11,2022-01-31,2.93,33,10328.62,0.0,CLOSED
5997,5148,7,93,2,2,159,2022-01-31,3.24,6,124.14,0.0,CLOSED
22600,19299,733,65,2,2,160,2022-01-31,2.01,9,732.26,0.0,CLOSED
9391,8044,66,51,3,1,161,2022-01-31,2.41,9,3273.7,0.0,CLOSED
858,739,128,18,2,1,162,2022-01-31,3.32,9,389.19,0.0,CLOSED
7617,6525,704,97,1,2,163,2022-01-31,2.01,18,1100.24,0.0,CLOSED
10670,9138,301,96,3,4,143,2022-01-31,1.49,6,1713.62,0.0,CLOSED
10353,8870,673,12,2,1,164,2022-01-31,4.5,9,636.96,302.75,ACTIVE
967,830,7,93,1,2,70,2022-02-01,2.07,15,1299.36,0.0,CLOSED
21011,17942,915,34,5,5,165,2022-02-01,3.28,6,47399.17,30738.2,ACTIVE
19138,16335,673,12,3,4,161,2022-02-01,0.83,9,1810.59,528.33,ACTIVE
15548,13294,128,18,3,1,3,2022-02-01,2.22,3,1068.6,266.68,ACTIVE
18170,15524,291,20,2,1,166,2022-02-02,3.8,12,524.85,229.52,ACTIVE
3873,3333,128,18,1,1,6,2022-02-02,1.81,18,1329.99,1049.78,ACTIVE
19364,16536,301,96,2,1,167,2022-02-02,4.71,9,616.14,0.0,CLOSED
13770,11776,301,96,4,1,109,2022-02-02,1.65,30,3219.95,715.91,ACTIVE
12992,11126,957,84,4,1,5,2022-02-02,2.0,36,12446.52,1463.88,ACTIVE
16525,14123,733,65,1,2,168,2022-02-02,2.29,9,1380.76,450.33,ACTIVE
16796,14353,733,65,4,1,169,2022-02-02,2.23,6,11884.18,7997.42,DEFAULT
22968,19621,673,12,2,1,170,2022-02-02,4.67,9,305.8,228.17,ACTIVE
13275,11370,673,12,3,4,171,2022-02-02,1.01,3,4500.57,4149.0,ACTIVE
423,372,673,12,3,4,172,2022-02-02,0.91,6,3955.09,0.0,CLOSED
8080,6917,915,34,1,1,173,2022-02-02,3.4,9,801.85,299.85,ACTIVE
11594,9930,863,70,2,1,174,2022-02-02,3.42,12,537.34,478.92,ACTIVE
1072,922,812,34,4,1,175,2022-02-02,2.51,6,11021.27,5930.87,ACTIVE
22208,18962,915,34,6,1,176,2022-02-02,3.85,24,17007.1,0.0,CLOSED
11241,9626,725,50,1,1,177,2022-02-02,3.5,12,890.13,454.36,ACTIVE
15535,13282,673,12,1,4,1,2022-02-03,2.43,12,1861.41,0.0,CLOSED
20818,17774,552,1,2,1,178,2022-02-03,3.0,3,424.87,0.0,CLOSED
4953,4241,725,50,1,1,179,2022-02-03,2.05,15,1923.73,428.32,ACTIVE
6886,5897,7,93,1,4,120,2022-02-03,2.18,9,1429.13,901.88,ACTIVE
13644,11679,733,65,3,4,143,2022-02-03,0.76,6,3883.46,0.0,CLOSED
7095,6084,66,51,5,5,161,2022-02-03,2.26,24,32829.23,4873.28,ACTIVE
14552,12435,654,37,1,1,180,2022-02-04,2.4,9,1742.36,1702.19,ACTIVE
19463,16616,900,14,1,4,181,2022-02-04,2.35,3,1907.59,773.57,ACTIVE
8835,7561,301,96,5,1,32,2022-02-04,2.1,54,37272.88,16484.48,ACTIVE
837,722,704,97,3,2,182,2022-02-04,1.95,6,2561.08,2261.56,ACTIVE
8541,7322,66,51,1,1,183,2022-02-04,3.42,3,2160.29,0.0,CLOSED
9971,8553,900,14,2,1,184,2022-02-04,2.85,3,730.7,0.0,CLOSED
12964,11104,673,12,6,1,41,2022-02-04,3.35,12,11236.51,8638.07,DEFAULT
14267,12195,733,65,1,4,185,2022-02-04,1.77,18,2115.46,0.0,CLOSED
14865,12701,552,1,1,1,186,2022-02-04,3.08,21,837.9,483.21,ACTIVE
11477,9833,451,54,3,1,187,2022-02-04,2.38,9,3332.22,0.0,CLOSED
22615,19314,451,54,5,1,82,2022-02-04,2.92,60,32069.42,0.0,CLOSED
12601,10795,915,34,5,5,56,2022-02-05,2.78,60,64813.77,0.0,CLOSED
14397,12305,915,34,3,1,109,2022-02-05,2.39,6,3049.75,0.0,CLOSED
18960,16187,673,12,1,4,35,2022-02-05,1.87,6,1563.37,975.39,ACTIVE
13638,11673,725,50,1,1,188,2022-02-05,1.96,9,2610.27,955.44,ACTIVE
18938,16168,704,97,2,2,189,2022-02-05,2.79,6,740.71,550.19,ACTIVE
19792,16887,704,97,2,2,100,2022-02-05,2.09,3,283.26,0.0,CLOSED
17945,15330,301,96,2,1,190,2022-02-05,4.19,9,459.59,259.25,DEFAULT
10138,8688,301,96,4,1,89,2022-02-05,2.55,24,11490.7,2308.75,ACTIVE
15042,12851,301,96,4,1,53,2022-02-05,1.66,27,12526.05,0.0,CLOSED
2983,2566,915,34,3,1,41,2022-02-06,2.32,6,2934.28,0.0,CLOSED
8505,7288,673,12,5,5,191,2022-02-06,1.83,18,25224.07,20059.96,ACTIVE
16680,14255,673,12,1,4,192,2022-02-06,1.92,3,1344.88,352.17,DEFAULT
16319,13947,733,65,2,2,193,2022-02-06,3.68,9,583.9,259.25,ACTIVE
4438,3812,673,12,1,4,194,2022-02-06,1.97,12,1215.0,0.0,CLOSED
20384,17401,863,70,1,1,195,2022-02-06,2.2,9,771.36,335.33,ACTIVE
1646,1427,654,37,4,3,196,2022-02-06,0.54,42,12147.76,0.0,CLOSED
22712,19394,900,14,2,1,197,2022-02-06,3.07,3,343.79,74.65,ACTIVE
7080,6074,725,50,2,1,198,2022-02-06,2.65,12,840.35,0.0,CLOSED
14620,12488,900,14,4,1,53,2022-02-07,1.72,36,14460.36,14366.18,ACTIVE
4404,3781,552,1,2,1,76,2022-02-07,4.43,3,507.61,214.01,DEFAULT
788,683,733,65,2,2,199,2022-02-07,3.07,9,182.79,0.0,CLOSED
9037,7731,301,96,3,4,200,2022-02-07,1.57,9,4578.81,0.0,CLOSED
3107,2674,552,1,2,1,199,2022-02-07,2.61,6,449.39,70.15,ACTIVE
20067,17136,725,50,4,1,201,2022-02-07,2.48,24,10421.27,8177.84,ACTIVE
8174,7000,733,65,2,2,202,2022-02-07,3.01,12,465.54,0.0,CLOSED
10893,9330,654,37,2,1,203,2022-02-07,4.57,3,551.92,0.0,CLOSED
5939,5097,451,54,4,1,204,2022-02-07,1.5,12,11525.59,0.0,CLOSED
141,125,733,65,3,2,86,2022-02-07,0.92,3,3646.5,0.0,CLOSED
